tp_ab_ph_tp_kith_redcap_eminence_1_desc;A Redcap Recognized Court is under construction here and will be completed in approximately 1 days.;Un Redcap Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Redcap Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Redcap Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_kith_satyr_eminence_1;Partially Constructed Satyr Recognized Court;Partiellement construit Satyr Recognized Court;Partiell Konstruiert Satyr Recognized Court;;Parcialmente construida Satyr Recognized Court;;;;;;;;;x
tp_ab_ph_tp_kith_satyr_eminence_1_desc;A Satyr Recognized Court is under construction here and will be completed in approximately 1 days.;Un Satyr Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Satyr Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Satyr Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_kith_sidhe_eminence_1;Partially Constructed Sidhe Recognized Court;Partiellement construit Sidhe Recognized Court;Partiell Konstruiert Sidhe Recognized Court;;Parcialmente construida Sidhe Recognized Court;;;;;;;;;x
tp_ab_ph_tp_kith_sidhe_eminence_1_desc;A Sidhe Recognized Court is under construction here and will be completed in approximately 1 days.;Un Sidhe Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Sidhe Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Sidhe Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_kith_sluagh_eminence_1;Partially Constructed Sluagh Recognized Court;Partiellement construit Sluagh Recognized Court;Partiell Konstruiert Sluagh Recognized Court;;Parcialmente construida Sluagh Recognized Court;;;;;;;;;x
tp_ab_ph_tp_kith_sluagh_eminence_1_desc;A Sluagh Recognized Court is under construction here and will be completed in approximately 1 days.;Un Sluagh Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Sluagh Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Sluagh Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_kith_troll_eminence_1;Partially Constructed Troll Recognized Court;Partiellement construit Troll Recognized Court;Partiell Konstruiert Troll Recognized Court;;Parcialmente construida Troll Recognized Court;;;;;;;;;x
tp_ab_ph_tp_kith_troll_eminence_1_desc;A Troll Recognized Court is under construction here and will be completed in approximately 1 days.;Un Troll Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Troll Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Troll Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_leper_1;Partially Constructed Bribed Leper;Partiellement construit Bribed Leper;Partiell Konstruiert Bribed Leper;;Parcialmente construida Bribed Leper;;;;;;;;;x
tp_ab_ph_tp_leper_1_desc;A Bribed Leper is under construction here and will be completed in approximately 7 days.;Un Bribed Leper est en construction ici et sera termin dans environ 7 jours.;Ein Bribed Leper befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribed Leper est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_leper_2;Partially Constructed Influenced Nun;Partiellement construit Influenced Nun;Partiell Konstruiert Influenced Nun;;Parcialmente construida Influenced Nun;;;;;;;;;x
tp_ab_ph_tp_leper_2_desc;A Influenced Nun is under construction here and will be completed in approximately 30 days.;Un Influenced Nun est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Nun befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Nun est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_leper_2g;Partially Constructed Ghouled Leper Headman;Partiellement construit Ghouled Leper Headman;Partiell Konstruiert Ghouled Leper Headman;;Parcialmente construida Ghouled Leper Headman;;;;;;;;;x
tp_ab_ph_tp_leper_2g_desc;A Ghouled Leper Headman is under construction here and will be completed in approximately 7 days.;Un Ghouled Leper Headman est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Leper Headman befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Leper Headman est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_leper_3;Partially Constructed Controlled Leper Colony;Partiellement construit Controlled Leper Colony;Partiell Konstruiert Controlled Leper Colony;;Parcialmente construida Controlled Leper Colony;;;;;;;;;x
tp_ab_ph_tp_leper_3_desc;A Controlled Leper Colony is under construction here and will be completed in approximately 356 days.;Un Controlled Leper Colony est en construction ici et sera termin dans environ 356 jours.;Ein Controlled Leper Colony befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled Leper Colony est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_leper_3c;Partially Constructed Conditioned Lepers;Partiellement construit Conditioned Lepers;Partiell Konstruiert Conditioned Lepers;;Parcialmente construida Conditioned Lepers;;;;;;;;;x
tp_ab_ph_tp_leper_3c_desc;A Conditioned Lepers is under construction here and will be completed in approximately 180 days.;Un Conditioned Lepers est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Lepers befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Lepers est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_1;Partially Constructed Meager Cult;Partiellement construit Meager Cult;Partiell Konstruiert Meager Cult;;Parcialmente construida Meager Cult;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_1_desc;A Meager Cult is under construction here and will be completed in approximately 7 days.;Un Meager Cult est en construction ici et sera termin dans environ 7 jours.;Ein Meager Cult befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Meager Cult est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_2;Partially Constructed Small Priesthood;Partiellement construit Small Priesthood;Partiell Konstruiert Small Priesthood;;Parcialmente construida Small Priesthood;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_2_desc;A Small Priesthood is under construction here and will be completed in approximately 30 days.;Un Small Priesthood est en construction ici et sera termin dans environ 30 jours.;Ein Small Priesthood befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Small Priesthood est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_2g;Partially Constructed Ghouled Demagogue;Partiellement construit Ghouled Demagogue;Partiell Konstruiert Ghouled Demagogue;;Parcialmente construida Ghouled Demagogue;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_2g_desc;A Ghouled Demagogue is under construction here and will be completed in approximately 7 days.;Un Ghouled Demagogue est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Demagogue befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Demagogue est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_3;Partially Constructed Large Cult;Partiellement construit Large Cult;Partiell Konstruiert Large Cult;;Parcialmente construida Large Cult;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_3_desc;A Large Cult is under construction here and will be completed in approximately 356 days.;Un Large Cult est en construction ici et sera termin dans environ 356 jours.;Ein Large Cult befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Large Cult est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_3c;Partially Constructed Conditioned Cultists;Partiellement construit Conditioned Cultists;Partiell Konstruiert Conditioned Cultists;;Parcialmente construida Conditioned Cultists;;;;;;;;;x
tp_ab_ph_tp_malkaviancult_3c_desc;A Conditioned Cultists is under construction here and will be completed in approximately 180 days.;Un Conditioned Cultists est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Cultists befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Cultists est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_monastery_1;Partially Constructed Bribe Acolyte;Partiellement construit Bribe Acolyte;Partiell Konstruiert Bribe Acolyte;;Parcialmente construida Bribe Acolyte;;;;;;;;;x
tp_ab_ph_tp_monastery_1_desc;A Bribe Acolyte is under construction here and will be completed in approximately 7 days.;Un Bribe Acolyte est en construction ici et sera termin dans environ 7 jours.;Ein Bribe Acolyte befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribe Acolyte est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_monastery_2;Partially Constructed Influenced Brother;Partiellement construit Influenced Brother;Partiell Konstruiert Influenced Brother;;Parcialmente construida Influenced Brother;;;;;;;;;x
tp_ab_ph_tp_monastery_2_desc;A Influenced Brother is under construction here and will be completed in approximately 30 days.;Un Influenced Brother est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Brother befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Brother est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_monastery_2g;Partially Constructed Ghouled Abbot;Partiellement construit Ghouled Abbot;Partiell Konstruiert Ghouled Abbot;;Parcialmente construida Ghouled Abbot;;;;;;;;;x
tp_ab_ph_tp_monastery_2g_desc;A Ghouled Abbot is under construction here and will be completed in approximately 7 days.;Un Ghouled Abbot est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Abbot befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Abbot est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_monastery_3;Partially Constructed Controlled Monastery;Partiellement construit Controlled Monastery;Partiell Konstruiert Controlled Monastery;;Parcialmente construida Controlled Monastery;;;;;;;;;x
tp_ab_ph_tp_monastery_3_desc;A Controlled Monastery is under construction here and will be completed in approximately 356 days.;Un Controlled Monastery est en construction ici et sera termin dans environ 356 jours.;Ein Controlled Monastery befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled Monastery est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_monastery_3c;Partially Constructed Conditioned Monastery;Partiellement construit Conditioned Monastery;Partiell Konstruiert Conditioned Monastery;;Parcialmente construida Conditioned Monastery;;;;;;;;;x
tp_ab_ph_tp_monastery_3c_desc;A Conditioned Monastery is under construction here and will be completed in approximately 180 days.;Un Conditioned Monastery est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Monastery befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Monastery est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_necropolis_1;Partially Constructed Bribed Gravedigger;Partiellement construit Bribed Gravedigger;Partiell Konstruiert Bribed Gravedigger;;Parcialmente construida Bribed Gravedigger;;;;;;;;;x
tp_ab_ph_tp_necropolis_1_desc;A Bribed Gravedigger is under construction here and will be completed in approximately 7 days.;Un Bribed Gravedigger est en construction ici et sera termin dans environ 7 jours.;Ein Bribed Gravedigger befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribed Gravedigger est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_necropolis_2;Partially Constructed Influenced Undertaker;Partiellement construit Influenced Undertaker;Partiell Konstruiert Influenced Undertaker;;Parcialmente construida Influenced Undertaker;;;;;;;;;x
tp_ab_ph_tp_necropolis_2_desc;A Influenced Undertaker is under construction here and will be completed in approximately 30 days.;Un Influenced Undertaker est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Undertaker befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Undertaker est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_necropolis_2g;Partially Constructed Ghouled Sexton;Partiellement construit Ghouled Sexton;Partiell Konstruiert Ghouled Sexton;;Parcialmente construida Ghouled Sexton;;;;;;;;;x
tp_ab_ph_tp_necropolis_2g_desc;A Ghouled Sexton is under construction here and will be completed in approximately 7 days.;Un Ghouled Sexton est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Sexton befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Sexton est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_necropolis_3;Partially Constructed Controlled Necropolis;Partiellement construit Controlled Necropolis;Partiell Konstruiert Controlled Necropolis;;Parcialmente construida Controlled Necropolis;;;;;;;;;x
tp_ab_ph_tp_necropolis_3_desc;A Controlled Necropolis is under construction here and will be completed in approximately 356 days.;Un Controlled Necropolis est en construction ici et sera termin dans environ 356 jours.;Ein Controlled Necropolis befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled Necropolis est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_necropolis_3c;Partially Constructed Zombie Horde;Partiellement construit Zombie Horde;Partiell Konstruiert Zombie Horde;;Parcialmente construida Zombie Horde;;;;;;;;;x
tp_ab_ph_tp_necropolis_3c_desc;A Zombie Horde is under construction here and will be completed in approximately 180 days.;Un Zombie Horde est en construction ici et sera termin dans environ 180 jours.;Ein Zombie Horde befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Zombie Horde est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_nosferatu_warrens_1;Partially Constructed Nosferatu Warrens;Partiellement construit Nosferatu Warrens;Partiell Konstruiert Nosferatu Warrens;;Parcialmente construida Nosferatu Warrens;;;;;;;;;x
tp_ab_ph_tp_nosferatu_warrens_1_desc;A Nosferatu Warrens is under construction here and will be completed in approximately 365 days.;Un Nosferatu Warrens est en construction ici et sera termin dans environ 365 jours.;Ein Nosferatu Warrens befindet sich hier im Aufbau und wird in ca. 365 Tagen abgeschlossen sein.;;A Nosferatu Warrens est en construccin aqu y se completar en aproximadamente 365 das.;;;;;;;;;x
tp_ab_ph_tp_oubliette_1;Partially Constructed Tiny Oubliette;Partiellement construit Tiny Oubliette;Partiell Konstruiert Tiny Oubliette;;Parcialmente construida Tiny Oubliette;;;;;;;;;x
tp_ab_ph_tp_oubliette_1_desc;A Tiny Oubliette is under construction here and will be completed in approximately 7 days.;Un Tiny Oubliette est en construction ici et sera termin dans environ 7 jours.;Ein Tiny Oubliette befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Tiny Oubliette est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_oubliette_2;Partially Constructed Small Oubliette;Partiellement construit Small Oubliette;Partiell Konstruiert Small Oubliette;;Parcialmente construida Small Oubliette;;;;;;;;;x
tp_ab_ph_tp_oubliette_2_desc;A Small Oubliette is under construction here and will be completed in approximately 30 days.;Un Small Oubliette est en construction ici et sera termin dans environ 30 jours.;Ein Small Oubliette befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Small Oubliette est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_oubliette_3;Partially Constructed Large Oubliette;Partiellement construit Large Oubliette;Partiell Konstruiert Large Oubliette;;Parcialmente construida Large Oubliette;;;;;;;;;x
tp_ab_ph_tp_oubliette_3_desc;A Large Oubliette is under construction here and will be completed in approximately 356 days.;Un Large Oubliette est en construction ici et sera termin dans environ 356 jours.;Ein Large Oubliette befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Large Oubliette est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_oubliette_3c;Partially Constructed Master of Shades;Partiellement construit Master of Shades;Partiell Konstruiert Master of Shades;;Parcialmente construida Master of Shades;;;;;;;;;x
tp_ab_ph_tp_oubliette_3c_desc;A Master of Shades is under construction here and will be completed in approximately 180 days.;Un Master of Shades est en construction ici et sera termin dans environ 180 jours.;Ein Master of Shades befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Master of Shades est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_setitecult_1;Partially Constructed Meager Cult;Partiellement construit Meager Cult;Partiell Konstruiert Meager Cult;;Parcialmente construida Meager Cult;;;;;;;;;x
tp_ab_ph_tp_setitecult_1_desc;A Meager Cult is under construction here and will be completed in approximately 7 days.;Un Meager Cult est en construction ici et sera termin dans environ 7 jours.;Ein Meager Cult befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Meager Cult est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_setitecult_2;Partially Constructed Small Priesthood;Partiellement construit Small Priesthood;Partiell Konstruiert Small Priesthood;;Parcialmente construida Small Priesthood;;;;;;;;;x
tp_ab_ph_tp_setitecult_2_desc;A Small Priesthood is under construction here and will be completed in approximately 30 days.;Un Small Priesthood est en construction ici et sera termin dans environ 30 jours.;Ein Small Priesthood befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Small Priesthood est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_setitecult_2g;Partially Constructed Ghouled Demagogue;Partiellement construit Ghouled Demagogue;Partiell Konstruiert Ghouled Demagogue;;Parcialmente construida Ghouled Demagogue;;;;;;;;;x
tp_ab_ph_tp_setitecult_2g_desc;A Ghouled Demagogue is under construction here and will be completed in approximately 7 days.;Un Ghouled Demagogue est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Demagogue befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Demagogue est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_setitecult_3;Partially Constructed Large Cult;Partiellement construit Large Cult;Partiell Konstruiert Large Cult;;Parcialmente construida Large Cult;;;;;;;;;x
tp_ab_ph_tp_setitecult_3_desc;A Large Cult is under construction here and will be completed in approximately 356 days.;Un Large Cult est en construction ici et sera termin dans environ 356 jours.;Ein Large Cult befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Large Cult est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_setitecult_3c;Partially Constructed Conditioned Cultists;Partiellement construit Conditioned Cultists;Partiell Konstruiert Conditioned Cultists;;Parcialmente construida Conditioned Cultists;;;;;;;;;x
tp_ab_ph_tp_setitecult_3c_desc;A Conditioned Cultists is under construction here and will be completed in approximately 180 days.;Un Conditioned Cultists est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Cultists befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Cultists est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_smuggler_1;Partially Constructed Bribed Smuggler;Partiellement construit Bribed Smuggler;Partiell Konstruiert Bribed Smuggler;;Parcialmente construida Bribed Smuggler;;;;;;;;;x
tp_ab_ph_tp_smuggler_1_desc;A Bribed Smuggler is under construction here and will be completed in approximately 7 days.;Un Bribed Smuggler est en construction ici et sera termin dans environ 7 jours.;Ein Bribed Smuggler befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribed Smuggler est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_smuggler_2;Partially Constructed Influenced Smuggling Ring;Partiellement construit Influenced Smuggling Ring;Partiell Konstruiert Influenced Smuggling Ring;;Parcialmente construida Influenced Smuggling Ring;;;;;;;;;x
tp_ab_ph_tp_smuggler_2_desc;A Influenced Smuggling Ring is under construction here and will be completed in approximately 30 days.;Un Influenced Smuggling Ring est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Smuggling Ring befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Smuggling Ring est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_smuggler_2g;Partially Constructed Ghouled Pirate Lord;Partiellement construit Ghouled Pirate Lord;Partiell Konstruiert Ghouled Pirate Lord;;Parcialmente construida Ghouled Pirate Lord;;;;;;;;;x
tp_ab_ph_tp_smuggler_2g_desc;A Ghouled Pirate Lord is under construction here and will be completed in approximately 7 days.;Un Ghouled Pirate Lord est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Pirate Lord befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Pirate Lord est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_smuggler_3;Partially Constructed Controlled Pirate Fleet;Partiellement construit Controlled Pirate Fleet;Partiell Konstruiert Controlled Pirate Fleet;;Parcialmente construida Controlled Pirate Fleet;;;;;;;;;x
tp_ab_ph_tp_smuggler_3_desc;A Controlled Pirate Fleet is under construction here and will be completed in approximately 356 days.;Un Controlled Pirate Fleet est en construction ici et sera termin dans environ 356 jours.;Ein Controlled Pirate Fleet befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled Pirate Fleet est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_smuggler_3c;Partially Constructed Conditioned Pirates;Partiellement construit Conditioned Pirates;Partiell Konstruiert Conditioned Pirates;;Parcialmente construida Conditioned Pirates;;;;;;;;;x
tp_ab_ph_tp_smuggler_3c_desc;A Conditioned Pirates is under construction here and will be completed in approximately 180 days.;Un Conditioned Pirates est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Pirates befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Pirates est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_temple_guard_1;Partially Constructed Bribed Temple Guard;Partiellement construit Bribed Temple Guard;Partiell Konstruiert Bribed Temple Guard;;Parcialmente construida Bribed Temple Guard;;;;;;;;;x
tp_ab_ph_tp_temple_guard_1_desc;A Bribed Temple Guard is under construction here and will be completed in approximately 7 days.;Un Bribed Temple Guard est en construction ici et sera termin dans environ 7 jours.;Ein Bribed Temple Guard befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribed Temple Guard est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_temple_guard_2;Partially Constructed Influenced Temple Guard Sergeant;Partiellement construit Influenced Temple Guard Sergeant;Partiell Konstruiert Influenced Temple Guard Sergeant;;Parcialmente construida Influenced Temple Guard Sergeant;;;;;;;;;x
tp_ab_ph_tp_temple_guard_2_desc;A Influenced Temple Guard Sergeant is under construction here and will be completed in approximately 30 days.;Un Influenced Temple Guard Sergeant est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Temple Guard Sergeant befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Temple Guard Sergeant est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_temple_guard_2g;Partially Constructed Ghouled Temple Guard Comander;Partiellement construit Ghouled Temple Guard Comander;Partiell Konstruiert Ghouled Temple Guard Comander;;Parcialmente construida Ghouled Temple Guard Comander;;;;;;;;;x
tp_ab_ph_tp_temple_guard_2g_desc;A Ghouled Temple Guard Comander is under construction here and will be completed in approximately 7 days.;Un Ghouled Temple Guard Comander est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Temple Guard Comander befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Temple Guard Comander est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_temple_guard_3;Partially Constructed Controlled Temple Guard;Partiellement construit Controlled Temple Guard;Partiell Konstruiert Controlled Temple Guard;;Parcialmente construida Controlled Temple Guard;;;;;;;;;x
tp_ab_ph_tp_temple_guard_3_desc;A Controlled Temple Guard is under construction here and will be completed in approximately 356 days.;Un Controlled Temple Guard est en construction ici et sera termin dans environ 356 jours.;Ein Controlled Temple Guard befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled Temple Guard est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_temple_guard_3c;Partially Constructed Conditioned Temple Guard;Partiellement construit Conditioned Temple Guard;Partiell Konstruiert Conditioned Temple Guard;;Parcialmente construida Conditioned Temple Guard;;;;;;;;;x
tp_ab_ph_tp_temple_guard_3c_desc;A Conditioned Temple Guard is under construction here and will be completed in approximately 180 days.;Un Conditioned Temple Guard est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Temple Guard befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Temple Guard est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_tradition_akashayana_eminence_1;Partially Constructed Akashayana Recognized Court;Partiellement construit Akashayana Recognized Court;Partiell Konstruiert Akashayana Recognized Court;;Parcialmente construida Akashayana Recognized Court;;;;;;;;;x
tp_ab_ph_tp_tradition_akashayana_eminence_1_desc;A Akashayana Recognized Court is under construction here and will be completed in approximately 1 days.;Un Akashayana Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Akashayana Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Akashayana Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_tradition_argonauts_eminence_1;Partially Constructed Argonauts Recognized Court;Partiellement construit Argonauts Recognized Court;Partiell Konstruiert Argonauts Recognized Court;;Parcialmente construida Argonauts Recognized Court;;;;;;;;;x
tp_ab_ph_tp_tradition_argonauts_eminence_1_desc;A Argonauts Recognized Court is under construction here and will be completed in approximately 1 days.;Un Argonauts Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Argonauts Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Argonauts Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_tradition_artificers_eminence_1;Partially Constructed Artificers Recognized Court;Partiellement construit Artificers Recognized Court;Partiell Konstruiert Artificers Recognized Court;;Parcialmente construida Artificers Recognized Court;;;;;;;;;x
tp_ab_ph_tp_tradition_artificers_eminence_1_desc;A Artificers Recognized Court is under construction here and will be completed in approximately 1 days.;Un Artificers Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Artificers Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Artificers Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_tradition_celestial_chorus_eminence_1;Partially Constructed Celestial Recognized Court;Partiellement construit Celestial Recognized Court;Partiell Konstruiert Celestial Recognized Court;;Parcialmente construida Celestial Recognized Court;;;;;;;;;x
tp_ab_ph_tp_tradition_celestial_chorus_eminence_1_desc;A Celestial Recognized Court is under construction here and will be completed in approximately 1 days.;Un Celestial Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Celestial Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Celestial Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
