revenant_high_clans;Revenant High Clans;;;;;;;;;;;;;;x
revenant_high_clans_desc;Revenant High Clans;;;;;;;;;;;;;;x
revenant_ashirra;Revenant Ashirra;;;;;;;;;;;;;;x
revenant_ashirra_desc;Revenant Ashirra;;;;;;;;;;;;;;x
revenant_assamite;Revenant Assamite;;;;;;;;;;;;;;x
revenant_assamite_desc;Revenant Assamite;;;;;;;;;;;;;;x
revenant_anarchs;Revenant Anarchs;;;;;;;;;;;;;;x
revenant_anarchs_desc;Revenant Anarchs;;;;;;;;;;;;;;x
revenant_promethean;Revenant Promethean;;;;;;;;;;;;;;x
revenant_promethean_desc;Revenant Promethean;;;;;;;;;;;;;;x
revenant_autarkis;Revenant Autarkis;;;;;;;;;;;;;;x
revenant_autarkis_desc;Revenant Autarkis;;;;;;;;;;;;;;x
revenant_furores;Revenant Furores;;;;;;;;;;;;;;x
revenant_furores_desc;Revenant Furores;;;;;;;;;;;;;;x
revenant_low_clans;Revenant Low Clans;;;;;;;;;;;;;;x
revenant_low_clans_desc;Revenant Low Clans;;;;;;;;;;;;;;x
revenant_baali;Revenant Baali;;;;;;;;;;;;;;x
revenant_baali_desc;Revenant Baali;;;;;;;;;;;;;;x
revenant_masquerade_camarilla;Revenant Masquerade Camarilla;;;;;;;;;;;;;;x
revenant_masquerade_camarilla_desc;Revenant Masquerade Camarilla;;;;;;;;;;;;;;x
revenant_sabbat;Revenant Sabbat;;;;;;;;;;;;;;x
revenant_sabbat_desc;Revenant Sabbat;;;;;;;;;;;;;;x
revenant_inconnu;Revenant Inconnu;;;;;;;;;;;;;;x
revenant_inconnu_desc;Revenant Inconnu;;;;;;;;;;;;;;x
revenant_giovanni;Revenant Giovanni;;;;;;;;;;;;;;x
revenant_giovanni_desc;Revenant Giovanni;;;;;;;;;;;;;;x
revenant_setite;Revenant Setite;;;;;;;;;;;;;;x
revenant_setite_desc;Revenant Setite;;;;;;;;;;;;;;x
revenant_mayaparisataya;Revenant Mayaparisataya;;;;;;;;;;;;;;x
revenant_mayaparisataya_desc;Revenant Mayaparisataya;;;;;;;;;;;;;;x
seasons_courts_group;Seasons Courts;;;;;;;;;;;;;;x
seasons_courts_group_desc;Seasons Courts;;;;;;;;;;;;;;x
diurnal_courts_group;Diurnal Courts;;;;;;;;;;;;;;x
diurnal_courts_group_desc;Diurnal Courts;;;;;;;;;;;;;;x
auroral_courts_group;Auroral Courts;;;;;;;;;;;;;;x
auroral_courts_group_desc;Auroral Courts;;;;;;;;;;;;;;x
directional_courts_group;Directional Courts;;;;;;;;;;;;;;x
directional_courts_group_desc;Directional Courts;;;;;;;;;;;;;;x
spring_court;Spring Court;;;;;;;;;;;;;;x
spring_court_desc;Spring Court;;;;;;;;;;;;;;x
summer_court;Summer Court;;;;;;;;;;;;;;x
summer_court_desc;Summer Court;;;;;;;;;;;;;;x
autumn_court;Autumn Court;;;;;;;;;;;;;;x
autumn_court_desc;Autumn Court;;;;;;;;;;;;;;x
winter_court;Winter Court;;;;;;;;;;;;;;x
winter_court_desc;Winter Court;;;;;;;;;;;;;;x
solstice_court;Solstice Court;;;;;;;;;;;;;;x
solstice_court_desc;Solstice Court;;;;;;;;;;;;;;x
tornado_court;Tornado Court;;;;;;;;;;;;;;x
tornado_court_desc;Tornado Court;;;;;;;;;;;;;;x
growing_court;Growing Court;;;;;;;;;;;;;;x
growing_court_desc;Growing Court;;;;;;;;;;;;;;x
dead_court;Dead Court;;;;;;;;;;;;;;x
dead_court_desc;Dead Court;;;;;;;;;;;;;;x
monsoon_court;Monsoon Court;;;;;;;;;;;;;;x
monsoon_court_desc;Monsoon Court;;;;;;;;;;;;;;x
dry_court;Dry Court;;;;;;;;;;;;;;x
dry_court_desc;Dry Court;;;;;;;;;;;;;;x
sun_court;Sun Court;;;;;;;;;;;;;;x
sun_court_desc;Sun Court;;;;;;;;;;;;;;x
moon_court;Moon Court;;;;;;;;;;;;;;x
moon_court_desc;Moon Court;;;;;;;;;;;;;;x
dawn_court;Dawn Court;;;;;;;;;;;;;;x
dawn_court_desc;Dawn Court;;;;;;;;;;;;;;x
dusk_court;Dusk Court;;;;;;;;;;;;;;x
dusk_court_desc;Dusk Court;;;;;;;;;;;;;;x
north_court;North Court;;;;;;;;;;;;;;x
north_court_desc;North Court;;;;;;;;;;;;;;x
east_court;East Court;;;;;;;;;;;;;;x
east_court_desc;East Court;;;;;;;;;;;;;;x
south_court;South Court;;;;;;;;;;;;;;x
south_court_desc;South Court;;;;;;;;;;;;;;x
west_court;West Court;;;;;;;;;;;;;;x
west_court_desc;West Court;;;;;;;;;;;;;;x
diamond_group;Diamond Group;;;;;;;;;;;;;;x
diamond_group_desc;Diamond Group;;;;;;;;;;;;;;x
pyramid_group;Pyramid Group;;;;;;;;;;;;;;x
pyramid_group_desc;Pyramid Group;;;;;;;;;;;;;;x
seers_of_the_throne;Seers of the Throne;;;;;;;;;;;;;;x
seers_of_the_throne_desc;Seers of the Throne;;;;;;;;;;;;;;x
hegemonic;Hegemonic;;;;;;;;;;;;;;x
hegemonic_desc;Hegemonic;;;;;;;;;;;;;;x
apostates_group;Apostates;;;;;;;;;;;;;;x
apostates_group_desc;Apostates;;;;;;;;;;;;;;x
timori_group;Timori;;;;;;;;;;;;;;x
timori_group_desc;Timori;;;;;;;;;;;;;;x
scelesti_group;Scelesti;;;;;;;;;;;;;;x
scelesti_group_desc;Scelesti;;;;;;;;;;;;;;x
pharmakons_group;Pharmakons;;;;;;;;;;;;;;x
pharmakons_group_desc;Pharmakons;;;;;;;;;;;;;;x
ordo_dracul;Ordo Dracul;;;;;;;;;;;;;;x
ordo_dracul_desc;Ordo Dracul;;;;;;;;;;;;;;x
revenant_longinus;Revenant Longinus;;;;;;;;;;;;;;x
revenant_longinus_desc;Revenant Longinus;;;;;;;;;;;;;;x
revenant_abrahamic;Revenant Abrahamic;;;;;;;;;;;;;;x
revenant_abrahamic_desc;Revenant Abrahamic;;;;;;;;;;;;;;x
shedim;Shedim;;;;;;;;;;;;;;x
shedim_desc;Shedim;;;;;;;;;;;;;;x
carthian;Carthian;;;;;;;;;;;;;;x
carthian_desc;Carthian;;;;;;;;;;;;;;x
aka_manah;Aka Manah;;;;;;;;;;;;;;x
aka_manah_desc;Aka Manah;;;;;;;;;;;;;;x
revenant_aka_manah;Revenant Aka Manah;;;;;;;;;;;;;;x
revenant_aka_manah_desc;Revenant Aka Manah;;;;;;;;;;;;;;x
revenant-dharma;Revenant-Dharma;;;;;;;;;;;;;;x
revenant-dharma_desc;Revenant-Dharma;;;;;;;;;;;;;;x
revenant_camarilla;Revenant Camarilla;;;;;;;;;;;;;;x
revenant_camarilla_desc;Revenant Camarilla;;;;;;;;;;;;;;x
revenant_unaligned;Revenant Unaligned;;;;;;;;;;;;;;x
revenant_unaligned_desc;Revenant Unaligned;;;;;;;;;;;;;;x
GOD_CLAN_VENTRUE;Veddhartha;;;;;;;;;;;;;;x
GOD_CLAN_TOREADOR;Arkiel;;;;;;;;;;;;;;x
GOD_CLAN_BRUJAH;Clan Brujah;;;;;;;;;;;;;;x
GOD_CLAN_ASSAMITE;Haqim;;;;;;;;;;;;;;x
GOD_CLAN_GANGREL;Clan Gangrel;;;;;;;;;;;;;;x
GOD_CLAN_CAPPADOCIAN;Cappaadocius;;;;;;;;;;;;;;x
GOD_CLAN_LASOMBRA;Laza Omri Baras;;;;;;;;;;;;;;x
GOD_CLAN_MALKAVIAN;Enigmas;;;;;;;;;;;;;;x
GOD_CLAN_NOSFERATU;The Matriarch;;;;;;;;;;;;;;x
GOD_CLAN_RAVNOS;Zapathasura;;;;;;;;;;;;;;x
GOD_CLAN_SALUBRI;Saulot;;;;;;;;;;;;;;x
GOD_CLAN_TREMERE;Tremere;;;;;;;;;;;;;;x
GOD_SET;Set;;;;;;;;;;;;;;x
GOD_CLAN_TZIMISCE;the Eldest;;;;;;;;;;;;;;x
GOD_CLAN_GIOVANNI;Augustus Giovanni;;;;;;;;;;;;;;x
GOD_CAINE;Caine;;;;;;;;;;;;;;x
GOD_LILITH;Lilith;;;;;;;;;;;;;;x
GOD_INCONNU;The Inconnu;;;;;;;;;;;;;;x
GOD_EINHERJAR;Odin;;;;;;;;;;;;;;x
GOD_NOIAD;The Noiad;;;;;;;;;;;;;;x
GOD_VAMPIRE_PROMETHEANS;The Revolution;;;;;;;;;;;;;;x
GOD_FURORES;The Fury;;;;;;;;;;;;;;x
GOD_AUTARKIS;yourself;;;;;;;;;;;;;;x
GOD_GAIA;Gaia;;;;;;;;;;;;;;x
GOD_THE_WYRM;The Wyrm;;;;;;;;;;;;;;x
GOD_THE_ADVERSARY;The Adversary;;;;;;;;;;;;;;x
ASCENSION;The Ascension;;;;;;;;;;;;;;x
Abyss;The Abyss;;;;;;;;;;;;;;x
REASON;Reason;;;;;;;;;;;;;;x
SUPERSTITION;Superstition;;;;;;;;;;;;;;x
THE_DEVIL;The Devil;;;;;;;;;;;;;;x
DEVIL;The Devil;;;;;;;;;;;;;;x
IBLIS;Iblis;;;;;;;;;;;;;;x
SHAYTAN;Shaytan;;;;;;;;;;;;;;x
THE_MAN;The Man;;;;;;;;;;;;;;x
GOD_THE_SUN;The Sun;;;;;;;;;;;;;;x
RA;Ra;;;;;;;;;;;;;;x
GOD_SOL_INVICTUS;Sol Invictus;;;;;;;;;;;;;;x
PIETY;Loyalty;;;;;;;;;;;;;;x
GRAND_JYHAD;Grand Jyhad;;;;;;;;;;;;;;x
GOD_ANDA;Itügen;;;;;;;;;;;;;;x
secretly_inconnu;Secretly Inconnu;Secrètement de foi inconnu;Heimlicher Inconnu;;Inconnu en secreto;;;;;;;;;x
secretly_inconnu_desc;This character is loyal to the Inconnu in secret.;Ce personnage pratique le inconnu en secret.;Diese Person übt den Inconnu nur im Geheimen aus.;;Este personaje practica el Inconnu en secreto.;;;;;;;;;x
secretly_baali;Secretly Baali;Secrètement de foi baali;Heimlicher Baali;;Baali en secreto;;;;;;;;;x
secretly_baali_desc;This character is loyal to the Baali in secret.;Ce personnage pratique le baali en secret.;Diese Person übt den Baali nur im Geheimen aus.;;Este personaje practica el Baali en secreto.;;;;;;;;;x
secretly_orderofmoloch;Secretly Molochim;Secrètement de foi Molochim;Heimlicher Molochim;;Molochim en secreto;;;;;;;;;x
secretly_orderofmoloch_desc;This character is loyal to the Order of Molochim in secret.;Ce personnage pratique le Ordo Moloch en secret.;Diese Person übt den Ordo Moloch nur im Geheimen aus.;;Este personaje practica el Ordo Moloch en secreto.;;;;;;;;;x
secretly_vampire_promethean;Secretly Promethean;Secrètement de foi vampire_promethean;Heimlicher Promethean;;Promethean en secreto;;;;;;;;;x
secretly_vampire_promethean_desc;This character is loyal to the Prometheans in secret.;Ce personnage pratique le vampire_promethean en secret.;Diese Person übt den Promethean nur im Geheimen aus.;;Este personaje practica el Promethean en secreto.;;;;;;;;;x
secretly_setite;Secretly Setite;Secrètement de foi setite;Heimlicher Setite;;Setite en secreto;;;;;;;;;x
secretly_setite_desc;This character is loyal to Set in secret.;Ce personnage pratique le setite en secret.;Diese Person übt den Setite nur im Geheimen aus.;;Este personaje practica el Setite en secreto.;;;;;;;;;x
secretly_cainite;Secretly Cainite;Secrètement de foi cainite;Heimlicher Cainite;;Cainite en secreto;;;;;;;;;x
secretly_cainite_desc;This character is loyal to the Cainite Heresy in secret.;Ce personnage pratique le cainite en secret.;Diese Person übt den Cainite nur im Geheimen aus.;;Este personaje practica el Cainite en secreto.;;;;;;;;;x
secretly_ventrue_high;Secretly Ventrue;;;;;;;;;;;;;;x
secretly_ventrue_high_desc;This character is loyal to the Ventrue in secret.;;;;;;;;;;;;;;x
secretly_toreador_high;Secretly Toreador;;;;;;;;;;;;;;x
secretly_toreador_high_desc;This character is loyal to the Toreador in secret.;;;;;;;;;;;;;;x
secret_inconnu_community;Secret Inconnu Community;Communauté jaïne secrète;Geheime Inconnuisten-Gemeinde;;Comunidad inconnuista secreta;;;;;;;;;x
secret_inconnu_community_desc;In secret, Inconnu loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles jaïns ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Inconnuisten heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles inconnuistas han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_orderofmoloch_community;Secret Molochim Community;Communauté Molochim secrète;Geheime Molochim-Gemeinde;;Comunidad Molochim secreta;;;;;;;;;x
secret_orderofmoloch_community_desc;In secret, Order of Moloch loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles jaïns ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Inconnuisten heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles inconnuistas han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_baali_community;Secret Baali Community;Communauté jaïne secrète;Geheime Baaliisten-Gemeinde;;Comunidad baaliista secreta;;;;;;;;;x
secret_baali_community_desc;In secret, Baali loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles jaïns ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Baaliisten heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles baaliistas han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_vampire_promethean_community;Secret Promethean Community;Communauté jaïne secrète;Geheime Prometheanisten-Gemeinde;;Comunidad vampire_prometheanista secreta;;;;;;;;;x
secret_vampire_promethean_community_desc;In secret, Promethean loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles jaïns ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Prometheanisten heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles vampire_prometheanistas han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_setite_community;Secret Setite Community;Communauté jaïne secrète;Geheime Setiteisten-Gemeinde;;Comunidad setiteista secreta;;;;;;;;;x
secret_setite_community_desc;In secret, Setite loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles jaïns ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Setiteisten heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles setiteistas han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_cainite_community;Secret Cainite Community;Communauté jaïne secrète;Geheime Cainiteisten-Gemeinde;;Comunidad cainiteista secreta;;;;;;;;;x
secret_cainite_community_desc;In secret, Cainite loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles jaïns ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Cainiteisten heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles cainiteistas han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_ventrue_high_community;Secret Ventrue Community;Communauté jaïne secrète;Geheime Ventrueisten-Gemeinde;;Comunidad ventrue_highista secreta;;;;;;;;;x
secret_ventrue_high_community_desc;In secret, Ventrue loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles jaïns ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Ventrueisten heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles ventrue_highistas han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_toreador_high_community;Secret Toreador Community;Communauté jaïne secrète;Geheime Toreadoristen-Gemeinde;;Comunidad toreador_highista secreta;;;;;;;;;x
secret_toreador_high_community_desc;In secret, Toreador loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles jaïns ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Toreadoristen heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles toreador_highistas han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
ASHEN_PRIEST;Ashen Priest;;;;;;;;;;;;;;x
shadow_inquisition;Shadow Inquisition;;;;;;;;;;;;;;x
shadow_inquisition_desc;The Holy Inquisition Against the Devil and Other Demons, also called the Shadow Inquisition, was a secret campaign orchestrated by the Catholic Church during the Dark Medieval period. Unlike the Papal Inquisition, which was targeted at heretics, the Shadow Inquisition targeted vampires, werewolves, mages and other "servants of Satan" for either destruction or salvation. At the same time, they attempted to keep the details of these creatures' existence a secret from the general population to avoid mass panics.;;;;;;;;;x
ilkhwan_al-safa;Ilkhwan al-Safa;;;;;;;;;x
ilkhwan_al-safa_desc;The Brotherhood of Purity. A group of mortals who protect Muslims.;;;;;;;;;x
akritai;The Akritai;;;;;;;;;x
akritai_desc;Eastern Orthdox monster slayers.;;;;;;;;;x
judges;Judges;;;;;;;;;x
judges_desc;The Judges are protectors of those of Jewish faith from the monsters that stalk the night. Drawing their name and their traditions from the biblical Judges, they fight against what they perceive as the brood of Lilith. They use the Torah and a special version of the Talmud as their resources for their fight against the unnatural.;;;;;;;;;x
KANUN_NAMEH-E-SIPAHI;Kanun Nameh-e-Siphani;;;;;;;;;x





