via_paradoxi_rank_3_male;Shaper;;;;;;;;;;;;;x;
via_paradoxi_rank_2_female;Deceiver;;;;;;;;;;;;;x;
via_paradoxi_rank_2_male;Deceiver;;;;;;;;;;;;;x;
via_paradoxi_rank_1_female;Seeker;;;;;;;;;;;;;x;
via_paradoxi_rank_1_male;Seeker;;;;;;;;;;;;;x;
currency_name_via_paradoxi;Destiny;;;;;;;;;;;;;x;
via_paradoxi_leader_desc;Lacking any true organization, Via Paradoxi leaders are mostly loners, bound by fate and duty like no other.;;;;;;;;;;;;;x;
via_serpentis;Via Serpentis;;;;;;;;;;;;;x;
String_via_serpentis;Via Serpentis;;;;;;;;;;;;;x;
via_serpentis_desc;Perhaps no road is as clan-centered as Via Serpentis, as the Road of the Serpent holds one purpose: to honor Set and his works. At the same time, the Tempters work to free themselves from the reign of Osiris. The Tempters view him as abusive of his power and repressive, and so seek to undermine his laws at any opportunity.;;;;;;;;;;;;;x;
via_serpentis_rank_4_female;Liberatrix;;;;;;;;;;;;;x;
via_serpentis_rank_4_male;Liberator;;;;;;;;;;;;;x;
via_serpentis_rank_3_female;Serpent;;;;;;;;;;;;;x;
via_serpentis_rank_3_male;Serpent;;;;;;;;;;;;;x;
via_serpentis_rank_2_female;Temptress;;;;;;;;;;;;;x;
via_serpentis_rank_2_male;Tempter;;;;;;;;;;;;;x;
via_serpentis_rank_1_female;Child of Rebellion;;;;;;;;;;;;;x;
via_serpentis_rank_1_male;Child of Rebellion;;;;;;;;;;;;;x;
currency_name_via_serpentis;Faith;;;;;;;;;;;;;x;
via_serpentis_leader_desc;Emblems of liberty and sweet debauchery, the paragons of Via Serpentis exhude appeal and flair.;;;;;;;;;;;;;x;
via_einherjar;Via Einherjar;;;;;;;;;;;;;x;
String_via_einherjar;Via Einherjar;;;;;;;;;;;;;x;
via_einherjar_desc;Via Einherjar is a Road practiced among the Norse vampires and serves as a reminder of the ancient ethics that the All-Father gave them. The Road teaches responsibility, courage in the face of adversity, and individual initiative. Many drive off the Beast by acts of iron-willed discipline and courage, such as watching the sun rising. ;;;;;;;;;;;;;x;
via_einherjar_rank_4_female;Chosen;;;;;;;;;;;;;x;
via_einherjar_rank_4_male;Chosen;;;;;;;;;;;;;x;
via_einherjar_rank_3_female;Noble;;;;;;;;;;;;;x;
via_einherjar_rank_3_male;Noble;;;;;;;;;;;;;x;
via_einherjar_rank_2_female;Chief;;;;;;;;;;;;;x;
via_einherjar_rank_2_male;Chief;;;;;;;;;;;;;x;
via_einherjar_rank_1_female;Warrior;;;;;;;;;;;;;x;
via_einherjar_rank_1_male;Warrior;;;;;;;;;;;;;x;
currency_name_via_einherjar;Valor;;;;;;;;;;;;;x;
via_einherjar_leader_desc;Chosens of the Road are disrespectful, self-serving, and physical abusive to those they do not respect. Often, even the people they do respect are treated only slightly better. Ragnarok isn't for the weak.;;;;;;;;;;;;;x;
via_yasaq;Via Yasaq;;;;;;;;;;;;;x;
String_via_yasaq;Via Yasaq;;;;;;;;;;;;;x;
via_yasaq_desc;"The main teachings of the Road are that those who settled down are weak and deserving of being plundered by the strong. Protection of one's blood relatives, be they Kindred or kine, is also praised among the followers of the Road. Special protection is levied to one's anda, or ""blood-brother"", a tradition among the Mongols that Cainites often enhance with a willing blood bond of both parties. ";;;;;;;;;;;;;x;
via_yasaq_rank_4_female;Khatun;;;;;;;;;;;;;x;
via_yasaq_rank_4_male;Khan;;;;;;;;;;;;;x;
via_yasaq_rank_3_female;Ruzyan;;;;;;;;;;;;;x;
via_yasaq_rank_3_male;Ruzyan;;;;;;;;;;;;;x;
via_yasaq_rank_2_female;Yasun;;;;;;;;;;;;;x;
via_yasaq_rank_2_male;Yasun;;;;;;;;;;;;;x;
via_yasaq_rank_1_female;Barbarian;;;;;;;;;;;;;x;
via_yasaq_rank_1_male;Barbarian;;;;;;;;;;;;;x;
currency_name_via_yasaq;Honor;;;;;;;;;;;;;x;
via_yasaq_leader_desc;Personal honor is paramount to the leaders of the Anda, but honor on the battlefield is seen as weakening oneself. A Khan fought to survive and would use every method he had available. ;;;;;;;;;;;;;x;
via_hyron;Via Hyron;;;;;;;;;;;;;x;
String_via_hyron;Via Hyron;;;;;;;;;;;;;x;
via_hyron_desc;The Via Hyron is the original road that most Baali followed. But in time, many younger members of the bloodline devoted themselves to the teachings of the Via Diabolis, much to the dismay of their elders. The Via Hyron is not infernal, but seeks to turn profanity and evil against creation's enemies, by instrumentalizing them to keep the Sleepers from awakening. ;;;;;;;;;;;;;x;
via_hyron_rank_4_female;Angel of Vengeance;;;;;;;;;;;;;x;
via_hyron_rank_4_male;Angel of Vengeance;;;;;;;;;;;;;x;
via_hyron_rank_3_female;Avenger;;;;;;;;;;;;;x;
via_hyron_rank_3_male;Avenger;;;;;;;;;;;;;x;
via_hyron_rank_2_female;Judge;;;;;;;;;;;;;x;
via_hyron_rank_2_male;Judge;;;;;;;;;;;;;x;
via_hyron_rank_1_female;Abelene;;;;;;;;;;;;;x;
via_hyron_rank_1_male;Abelene;;;;;;;;;;;;;x;
currency_name_via_hyron;Justice;;;;;;;;;;;;;x;
via_hyron_leader_desc;Secret among secrets, the Angels are the only guardians of this world against the horrors of the Children...;;;;;;;;;;;;;x;
tariq_el-bedouin;Tariq el-Bedouin;;;;;;;;;;;;;x;
String_tariq_el-bedouin;Tariq el-Bedouin;;;;;;;;;;;;;x;
tariq_el-bedouin_desc;Followers of Via Bestiae control their Beast through the primal concepts of survival, strength, and individuality. Many members of the Road of the Beast choose a simple, animalistic existence to best serve the beliefs of Via Bestiae, while others follow it by living a simplistic existence, akin to barbarians.;;;;;;;;;;;;;x;
tariq_el-bedouin_rank_4_female;Lorekeeper;;;;;;;;;;;;;x;
tariq_el-bedouin_rank_4_male;Lorekeeper;;;;;;;;;;;;;x;
tariq_el-bedouin_rank_3_female;Warden;;;;;;;;;;;;;x;
tariq_el-bedouin_rank_3_male;Warden;;;;;;;;;;;;;x;
tariq_el-bedouin_rank_2_female;Barbarian;;;;;;;;;;;;;x;
tariq_el-bedouin_rank_2_male;Barbarian;;;;;;;;;;;;;x;
tariq_el-bedouin_rank_1_female;Feral;;;;;;;;;;;;;x;
tariq_el-bedouin_rank_1_male;Feral;;;;;;;;;;;;;x;
currency_name_tariq_el-bedouin;Ferality;;;;;;;;;;;;;x;
tariq_el-bedouin_leader_desc;The Lorekeepers gather the knowledge and traditions of Via Bestiae and keeps them safe and circulating among the Ferals.;;;;;;;;;;;;;x;
tariq_el-harb;Tariq el-Harb;;;;;;;;;;;;;x;
String_tariq_el-harb;Tariq el-Harb;;;;;;;;;;;;;x;
tariq_el-harb_desc;Followers of Via Regalis control their Beast by ruling over others. Mortals are inferior, promises will be fulfilled, and power is everything.;;;;;;;;;;;;;x;
tariq_el-harb_rank_4_female;Queen;;;;;;;;;;;;;x;
tariq_el-harb_rank_4_male;King;;;;;;;;;;;;;x;
tariq_el-harb_rank_3_female;Liege;;;;;;;;;;;;;x;
tariq_el-harb_rank_3_male;Liege;;;;;;;;;;;;;x;
tariq_el-harb_rank_2_female;Vassal;;;;;;;;;;;;;x;
tariq_el-harb_rank_2_male;Vassal;;;;;;;;;;;;;x;
tariq_el-harb_rank_1_female;Serf;;;;;;;;;;;;;x;
tariq_el-harb_rank_1_male;Serf;;;;;;;;;;;;;x;
currency_name_tariq_el-harb;Nobility;;;;;;;;;;;;;x;
tariq_el-harb_leader_desc;The true Kings and Queens of Via Regalis are paragon of virtue, duty and honor.;;;;;;;;;;;;;x;
tariq_el-sama;Tariq el-Sama;;;;;;;;;;;;;x;
String_tariq_el-sama;Tariq el-Sama;;;;;;;;;;;;;x;
tariq_el-sama_desc;Followers of Via Caeli attempt to control their Beast through religious devotion. To follow the Road of Heaven basically means that any Noddist will love and serve God, follow and obey the rules already laid out by Him (the Ten Commandments being a prime example), and will not act in ways that empower the Devil.;;;;;;;;;;;;;x;
tariq_el-sama_rank_4_female;Faithful;;;;;;;;;;;;;x;
tariq_el-sama_rank_4_male;Faithful;;;;;;;;;;;;;x;
tariq_el-sama_rank_3_female;Noddist;;;;;;;;;;;;;x;
tariq_el-sama_rank_3_male;Noddist;;;;;;;;;;;;;x;
tariq_el-sama_rank_2_female;Priest;;;;;;;;;;;;;x;
tariq_el-sama_rank_2_male;Priest;;;;;;;;;;;;;x;
tariq_el-sama_rank_1_female;Parishioner;;;;;;;;;;;;;x;
tariq_el-sama_rank_1_male;Parishioner;;;;;;;;;;;;;x;
currency_name_tariq_el-sama;Faith;;;;;;;;;;;;;x;
tariq_el-sama_leader_desc;The leaders of the Via Caeli are teachers, holy men and exemplars of what a faithful Cainite should aspire to be.;;;;;;;;;;;;;x;
tariq_el-shaitan;Tariq el-Shaitan;;;;;;;;;;;;;x;
String_tariq_el-shaitan;Tariq el-Shaitan;;;;;;;;;;;;;x;
tariq_el-shaitan_desc;Being an inherently destructive Road, Via Diabolis was not considered a path to be taken lightly, those who dared followed it indulged themselves with all manner of debauchery and destruction. Many were not really evil per se, so much as believing a virtuous unlife was a fruitless pursuit. Some, however, took the role of devil seriously, even calling themselves devils incarnate and servants of Satan. ;;;;;;;;;;;;;x;
tariq_el-shaitan_rank_4_female;Devil;;;;;;;;;;;;;x;
tariq_el-shaitan_rank_4_male;Devil;;;;;;;;;;;;;x;
tariq_el-shaitan_rank_3_female;Enemy;;;;;;;;;;;;;x;
tariq_el-shaitan_rank_3_male;Enemy;;;;;;;;;;;;;x;
tariq_el-shaitan_rank_2_female;Judge;;;;;;;;;;;;;x;
tariq_el-shaitan_rank_2_male;Judge;;;;;;;;;;;;;x;
tariq_el-shaitan_rank_1_female;Adversary;;;;;;;;;;;;;x;
tariq_el-shaitan_rank_1_male;Adversary;;;;;;;;;;;;;x;
currency_name_tariq_el-shaitan;Profanation;;;;;;;;;;;;;x;
tariq_el-shaitan_leader_desc;Abominations among abominations, the Devils want only on thing : Watch the world burn.;;;;;;;;;;;;;x;
tariq_el-umma;Tariq el-Umma;;;;;;;;;;;;;x;
String_tariq_el-umma;Tariq el-Umma;;;;;;;;;;;;;x;
tariq_el-umma_desc;Followers of Via Humanitatis use the human condition to fight their Beast, remembering that they were ordinary mortals before being bestowed with Caine's curse.;;;;;;;;;;;;;x;
tariq_el-umma_rank_4_female;Ashen Prodigal;;;;;;;;;;;;;x;
tariq_el-umma_rank_4_male;Ashen Prodigal;;;;;;;;;;;;;x;
tariq_el-umma_rank_3_female;Ashen Priest;;;;;;;;;;;;;x;
tariq_el-umma_rank_3_male;Ashen Priest;;;;;;;;;;;;;x;
tariq_el-umma_rank_2_female;Ashen Cleric;;;;;;;;;;;;;x;
tariq_el-umma_rank_2_male;Ashen Cleric;;;;;;;;;;;;;x;
tariq_el-umma_rank_1_female;Initiate;;;;;;;;;;;;;x;
tariq_el-umma_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_tariq_el-umma;Humanity;;;;;;;;;;;;;x;
tariq_el-umma_leader_desc;The Ashen Prodigal are the heirs of the Pact of Athens, the exalted conclave that lays foundation to the Via.;;;;;;;;;;;;;x;
EVTDESC_POD_CWOD_join_society;You wish to join the society?;;;;;;;;;;;;;x;
EVTOPTA_POD_CWOD_join_society;I do.;;;;;;;;;;;;;x;
EVTOPTB_POD_CWOD_join_society;I'm not so sure anymore.;;;;;;;;;;;;;x;
secret_religious_society_template_desc;Adherence to a secret supernatural sect;;;;;;;;;;;;;x;
secret_religious_society_template_rank_4_female;Paragon;;;;;;;;;;;;;x;
secret_religious_society_template_rank_4_male;Paragon;;;;;;;;;;;;;x;
secret_religious_society_template_rank_3_female;Mentor;;;;;;;;;;;;;x;
secret_religious_society_template_rank_3_male;Mentor;;;;;;;;;;;;;x;
secret_religious_society_template_rank_2_female;Adherent;;;;;;;;;;;;;x;
secret_religious_society_template_rank_2_male;Adherent;;;;;;;;;;;;;x;
secret_religious_society_template_rank_1_female;Initiate;;;;;;;;;;;;;x;
secret_religious_society_template_rank_1_male;Initiate;;;;;;;;;;;;;x;
secret_religious_society_invictus;Invictus;;;;;;;;;;;;;x;
secret_religious_society_invictus_DESC;This covenant makes claim to be the aristocracy of the night;;;;;;;;;;;;;x;
secret_religious_society_lancea_sanctum;Lancea et Sanctum;;;;;;;;;;;;;x;
secret_religious_society_lancea_sanctum_DESC;Covenant seeks to influence Kindred society with the strictures of Longinus, who is believed to have been turned into one of the Damned by the very blood of Christ;;;;;;;;;;;;;x;
secret_religious_society_al-amin;al-Amin;;;;;;;;;;;;;x;
secret_religious_society_al-amin_DESC;Muslim vampire nobility;;;;;;;;;;;;;x;
secret_religious_society_banu_shaitan;Banu Shaitan;;;;;;;;;;;;;x;
secret_religious_society_banu_shaitan_DESC;Devout muslim vampires;;;;;;;;;;;;;x;
secret_religious_society_dammatic_creed;Dammatic;;;;;;;;;;;;;x;
secret_religious_society_dammatic_creed_DESC;Jewish vampires;;;;;;;;;;;;;x;
secret_religious_society_livian;Livian;;;;;;;;;;;;;x;
secret_religious_society_livian_DESC;Vampires who believe the mother of Longinus was also a vampire.  A syncretic heretical merger of the Testament of Longinus with the Circle of the Crone; hated by both.;;;;;;;;;;;;;x
secret_religious_society_die_nachteulen;Die Nachtuelen;;;;;;;;;;;;;x;
secret_religious_society_gnostic;Gnostic;;;;;;;;;;;;;x;
secret_religious_society_osite;Osites;;;;;;;;;;;;;x;
secret_religious_society_nepheshim;Nepheshim;;;;;;;;;;;;;x;
secret_religious_society_mystikoi;Mystikoi;;;;;;;;;;;;;x;
secret_religious_society_vii;The Betrayed;;;;;;;;;;;;;x;
secret_religious_society_vii_DESC;Covenant of vampires who secretly hunt vampires;;;;;;;;;;;;;x;
secret_religious_society_camarilla_group;The Camarilla;;;;;;;;;;;;;;x
secret_religious_society_longinus_group;Kindred who follow the Testament of Longinus;;;;;;;;;;;;;;x
secret_religious_society_sennex;Sennex;;;;;;;;;;;;;;x
secret_religious_society_sennex_DESC;Cala Senecta: the Wing of Ancients. The leadership and nobility of the Camarilla. This is also the name of the voting governmental body which mirrors the Roman Senate of the mortals.;;;;;;;;;;;;;;x
secret_religious_society_legio_mortuum;Legio Mortuum;;;;;;;;;;;;;;x
secret_religious_society_legio_mortuum_DESC;The Legio Mortuum: The Legion of the Dead, the Camarilla's military arm and strongest means of maintaining its traditions.;;;;;;;;;;;;;;x
secret_religious_society_cult_of_augurs;Cult of Augurs;;;;;;;;;;;;;;x
secret_religious_society_cult_of_augurs_DESC;Cala Vaticinium: The Wing of Prophets.  The Cult of Augurs are the dark priesthood of the Camarilla connecting the vampires to the Roman gods and keeping Rome in their good graces.;;;;;;;;;;;;;;x
secret_religious_society_peregrine_collegia;Peregrine Collegia;;;;;;;;;;;;;;x
secret_religious_society_peregrine_collegia_DESC;Cala Hospitia: the Wing of Strangers.  Foreigners are not shunned from the Camarilla, but they will never be made full citizens until they fully adopt Roman customs and law. Outsiders band together in this low-caste wing;;;;;;;;;;;;;;x
secret_religious_society_abrahamic_vampire_group;Monotheistic vampires in the Abrahamic traditions of the Levant;;;;;;;;;;;;;;x
secret_religious_society_pagan_vampire_group;Pagan vampires;;;;;;;;;;;;;;x
secret_religious_society_circle_of_the_crone;Circle of the Crone;;;;;;;;;;;;;x;
secret_religious_society_circle_of_the_crone_DESC;Covenant venerates a variety of female figures as an amalgamated creator of vampires, the Mother of all Monsters;;;;;;;;;;;;;x;
secret_religious_society_fuil-beannaithe;Fuil-Beannaithe;;;;;;;;;;;;;x;
secret_religious_society_fuil-beannaithe_DESC;The Blood Blessed of the Celts;;;;;;;;;;;;;x;
secret_religious_society_weihan_cynn;Weihan Cynn;;;;;;;;;;;;;x;
secret_religious_society_weihan_cynn_DESC;The Sacred People of the Saxons, the Woods-Witches;;;;;;;;;;;;;x;
secret_religious_society_unaligned;Unaligned;;;;;;;;;;;;;x;
secret_religious_society_unaligned_DESC;Not a covenant at all, but rather individuals who are independent;;;;;;;;;;;;;x;
secret_religious_society_forsworn_vampire_group;Belial's Brood;;;;;;;;;;;;;x;
secret_religious_society_nameless;Nameless;;;;;;;;;;;;;x;
secret_religious_society_nameless_DESC;The Hidden;;;;;;;;;;;;;x;
secret_religious_society_roaring_serpent;The Roaring Serpent;;;;;;;;;;;;;x;
secret_religious_society_roaring_serpent_DESC;The Archons;;;;;;;;;;;;;x;
secret_religious_society_pandaemonium;Pandaemonium;;;;;;;;;;;;;x;
secret_religious_society_pandaemonium_DESC;The Antinomians;;;;;;;;;;;;;x;
secret_religious_society_mercy_seat;The Mercy Seat;;;;;;;;;;;;;x;
secret_religious_society_mercy_seat_DESC;The Faustians;;;;;;;;;;;;;x;
secret_religious_society_smokeless_throne;The Smokeless Throne;;;;;;;;;;;;;x;
secret_religious_society_smokeless_throne_DESC;The Djinn;;;;;;;;;;;;;x;
secret_religious_society_scarlet_rite;The Scarlet Rite;;;;;;;;;;;;;x;
secret_religious_society_scarlet_rite_DESC;The Hyletics;;;;;;;;;;;;;x;
secret_religious_society_revenant_duolosi;The Duolosi;;;;;;;;;;;;;x;
secret_religious_society_revenant_duolosi_DESC;Servants of the Forsworn;;;;;;;;;;;;;x;
secret_religious_society_corpus_delecti;Corpus Delecti;;;;;;;;;;;;;x;
secret_religious_society_corpus_delecti_DESC;;;;;;;;;;;;;;x;
secret_religious_society_horned_hand;Horned Hand;;;;;;;;;;;;;x;
secret_religious_society_horned_hand_DESC;;;;;;;;;;;;;;x;
secret_religious_society_teeth_of_yamatu;Teeth of Yamatu;;;;;;;;;;;;;x;
secret_religious_society_teeth_of_yamatu_DESC;;;;;;;;;;;;;;x;
secret_religious_society_vii_vampire_group;VII;;;;;;;;;;;;;;x
secret_religious_society_dammatic_creed;Dammatic Creed;;;;;;;;;;;;;;x
secret_religious_society_dharmic_vampire_group;Dharmic Kindred from India;;;;;;;;;;;;;;x
secret_religious_society_asura-dharma;Asura-Dharma;;;;;;;;;;;;;x;
secret_religious_society_asura-dharma_DESC;Hindu Kindred;;;;;;;;;;;;;x;
secret_religious_society_mara-dharma;Mara-Dharma;;;;;;;;;;;;;x;
secret_religious_society_mara-dharma_DESC;These kindred believe they are the daughters of Mara, the demon who tempted the Budhha.;;;;;;;;;;;;;x;
secret_religious_society_prati-vasudeva-dharma;Prati-Vasudeva;;;;;;;;;;;;;x;
secret_religious_society_prati-vasudeva-dharma_DESC;These kindred are the inversion of Jainist beliefs.;;;;;;;;;;;;;x;
secret_religious_society_laibon;Laibon;;;;;;;;;;;;;x;
secret_religious_society_laibon_DESC;The indigenous kindred covenant of Africa.;;;;;;;;;;;;;x;
secret_religious_society_high_clans_group;High Clan Vampires;;;;;;;;;;;;;x;
secret_religious_society_vampire_high_clans;High Clans;;;;;;;;;;;;;x;
secret_religious_society_vampire_high_clans_DESC;Noble vampire clans of Europe: Brujah, Cappadocian, Lasombra, Toreador and Ventrue;;;;;;;;;;;;;x;
secret_religious_society_koldun;Koldun;;;;;;;;;;;;;x;
secret_religious_society_koldun_DESC;The noble Tzimisce vampire clan;;;;;;;;;;;;;x;
secret_religious_society_ventrue_high;Ventrue;;;;;;;;;;;;;x;
secret_religious_society_ventrue_high_DESC;The Ventrue high clan of vampires;;;;;;;;;;;;;x;
secret_religious_society_toreador_high;Toreador;;;;;;;;;;;;;x;
secret_religious_society_toreador_high_DESC;The Toreador high clan of vampires;;;;;;;;;;;;;x;
secret_religious_society_brujah_high;Brujah;;;;;;;;;;;;;x;
secret_religious_society_brujah_high_DESC;The Brujah high clan of vampires;;;;;;;;;;;;;x;
secret_religious_society_lasombra_high;Lasombra;;;;;;;;;;;;;x;
secret_religious_society_lasombra_high_DESC;The Lasombra high clan of vampires;;;;;;;;;;;;;x;
secret_religious_society_cappadocian_high;Cappadocian;;;;;;;;;;;;;x;
secret_religious_society_cappadocian_high_DESC;The Cappadocian high clan of vampires;;;;;;;;;;;;;x;
secret_religious_society_salubri_high;Salubri;;;;;;;;;;;;;x;
secret_religious_society_salubri_high_DESC;The Salubri high clan of vampires;;;;;;;;;;;;;x;
secret_religious_society_ashirra_vampire_group;Ashirra;;;;;;;;;;;;;x;
secret_religious_society_ashirra;Ashirra;;;;;;;;;;;;;x;
secret_religious_society_ashirra_DESC;Islamic vampires;;;;;;;;;;;;;x;
secret_religious_society_assamite;Assamite;;;;;;;;;;;;;x;
secret_religious_society_assamite_DESC;Banu Haqim;;;;;;;;;;;;;x;
secret_religious_society_vampire_low_clans_group;Low Clans;;;;;;;;;;;;;x;
secret_religious_society_vampire_low_clans;Low Clans;;;;;;;;;;;;;x;
secret_religious_society_vampire_low_clans_DESC;The rabble vampire clans of Europe: Gangrel, Malkavian and Nosferatu;;;;;;;;;;;;;x;
secret_religious_society_anarchs;Anarch Subversives;;;;;;;;;;;;;x;
secret_religious_society_anarchs_DESC;Vampire rebels against their established order;;;;;;;;;;;;;x;
secret_religious_society_cainite;Cainite Heresy;;;;;;;;;;;;;x;
secret_religious_society_cainite_DESC;Cainite vampires;;;;;;;;;;;;;x;
secret_religious_society_cainite_currency;Loyalty;;;;;;;;;;;;;x;
secret_religious_society_vampire_promethean;Promethean Enlightened;;;;;;;;;;;;;x;
secret_religious_society_vampire_promethean_DESC;Vampire Brujah who want to recreate Carthage where kindred and kine live in harmony;;;;;;;;;;;;;x;
secret_religious_society_furores;Furores;;;;;;;;;;;;;x;
secret_religious_society_furores_DESC;The angry ones; a covenant of vampires who have rebelled against their sires;;;;;;;;;;;;;x
secret_religious_society_tremerelow;Tremere Usurpers;;;;;;;;;;;;;x;
secret_religious_society_tremerelow_DESC;Warlocks who have become vampires through sorcery;;;;;;;;;;;;;x;
secret_religious_society_anda;Anda;;;;;;;;;;;;;x;
secret_religious_society_anda_DESC;Scions of Itügen. The Gangrel bloodline of Dobrul the Brave, found among Mongols and other Altaic peoples;;;;;;;;;;;;;x ;
secret_religious_society_einherjar;Einherjar;;;;;;;;;;;;;x;
secret_religious_society_einherjar_DESC;Odin's brood, the All-High's chosen warriors of Ragnarok, Norse Gangrel vampires;;;;;;;;;;;;;x;
secret_religious_society_noiad;Noiad;;;;;;;;;;;;;x;
secret_religious_society_noiad_DESC;Children of the Midnight Sun, Gangrel vampires among the Finnish and Uguric peoples;;;;;;;;;;;;;x;
secret_religious_society_baali_group;Baali;;;;;;;;;;;;;x;
secret_religious_society_baali_DESC;Corrupted by the Baali;;;;;;;;;;;;;x;
secret_religious_society_baali;Devil-worshipping vampires;;;;;;;;;;;;;x;
secret_religious_society_orderofmoloch;Ordo Molochim;;;;;;;;;;;;;x;
secret_religious_society_orderofmoloch_DESC;The Order of Moloch (also referred to as the Molochim) is an organization of the Baali descended from one of the three progenitors, Moloch. Their goal is to keep the "Sleepers", enormous infernal creatures of the Outer Dark from before Creation, bound. To this end, they often violently clash with other infernalists, including other Baali.;;;;;;;;;;;;;x;
secret_religious_society_masquerade_camarilla;The Camarilla;;;;;;;;;;;;;x;
secret_religious_society_masquerade_camarilla_DESC;Not all Camarilla vampires are of the seven clans;;;;;;;;;;;;;x;
secret_religious_society_brujahcamarilla;Camarilla Brujah Agitators;;;;;;;;;;;;;x;
secret_religious_society_brujahcamarilla_DESC;Brujah of the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_gangrelcamarilla;Camarilla Gangrel Stalkers;;;;;;;;;;;;;x;
secret_religious_society_gangrelcamarilla_DESC;Gangrel of the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_malkaviancamarilla;Camarilla Malkavian Observers;;;;;;;;;;;;;x;
secret_religious_society_malkaviancamarilla_DESC;Malkavian of the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_nosferatucamarilla;Camarilla Nosferatu Haunts;;;;;;;;;;;;;x;
secret_religious_society_nosferatucamarilla_DESC;Nosferatu of the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_toreadorcamarilla;Camarilla Toreador Posuers;;;;;;;;;;;;;x;
secret_religious_society_toreadorcamarilla_DESC;Toreador of the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_tremerecamarilla;Camarilla Tremere Occultists;;;;;;;;;;;;;x;
secret_religious_society_tremerecamarilla_DESC;Tremere of the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_ventruecamarilla;Camarilla Ventrue Legates;;;;;;;;;;;;;x;
secret_religious_society_ventruecamarilla_DESC;Ventrue of the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_sabbat;Sabbat Infiltrators;;;;;;;;;;;;;x;
secret_religious_society_sabbat_DESC;The Sword of Caine, formed by Anarchs who refused to submit to the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_inconnu;Inconnu Monitors;;;;;;;;;;;;;x;
secret_religious_society_inconnu_DESC;The hidden ones, a reclusive sect of Roman vampires;;;;;;;;;;;;;x;
secret_religious_society_oradealeague;Oradea League Agents;;;;;;;;;;;;;x;
secret_religious_society_oradealeague_DESC;The Oradea League is made up of Old Clan Tzimisce who refuse to join the Sabbat or the Camarilla;;;;;;;;;;;;;x;
secret_religious_society_masquerade_independent_group;Independent Clans;;;;;;;;;;;;;x;
secret_religious_society_giovanni;Giovanni Contractors;;;;;;;;;;;;;x;
secret_religious_society_giovanni_DESC;Necromancers;;;;;;;;;;;;;x;
secret_religious_society_setite;Corrupted by the Setites;;;;;;;;;;;;;x;
secret_religious_society_setite_DESC;The Followers of Set;;;;;;;;;;;;;x;
secret_religious_society_malkavianlow;Malkavian;;;;;;;;;;;;;x;
secret_religious_society_malkavianlow_DESC;Malkavians;;;;;;;;;;;;;x;
secret_religious_society_nosferatulow;Nosferatu;;;;;;;;;;;;;x;
secret_religious_society_nosferatulow_DESC;Nosferatu;;;;;;;;;;;;;x;
secret_religious_society_gangrellow;Gangrel;;;;;;;;;;;;;x;
secret_religious_society_gangrellow_DESC;Gangrel;;;;;;;;;;;;;x;
secret_religious_society_mayaparisataya;Mayaparisataya;;;;;;;;;;;;;x;
secret_religious_society_mayaparisataya_DESC;The Ravnos Path of Paradox;;;;;;;;;;;;;x;
secret_religious_society_autarkis;Autarkis;;;;;;;;;;;;;x;
secret_religious_society_autarkis_DESC;Vampires outside of sect or clan;;;;;;;;;;;;;x;
secret_religious_society_mortifiers_of_flesh;Mortifiers of Flesh;;;;;;;;;;;;;;x
secret_religious_society_mortifiers_of_flesh_DESC;Mortifiers of Flesh;;;;;;;;;;;;;;x
secret_religious_society_garou_group;Garou;;;;;;;;;;;;;x;
secret_religious_society_wyrm_group;Servants of the Wyrm;;;;;;;;;;;;;x;
secret_religious_society_silver_fangs;Silver Fangs;;;;;;;;;;;;;x;
secret_religious_society_silver_fangs_DESC;Alphas of the Garou Nation;;;;;;;;;;;;;x;
secret_religious_society_black_furies;Black Furies;;;;;;;;;;;;;x;
secret_religious_society_black_furies_DESC;Greek Amazonian warriors;;;;;;;;;;;;;x;
secret_religious_society_stargazers;Stargazers;;;;;;;;;;;;;x;
secret_religious_society_stargazers_DESC;Mystical werewolves of India;;;;;;;;;;;;;x;
secret_religious_society_red_talons;Red Talons;;;;;;;;;;;;;x;
secret_religious_society_red_talons_DESC;Beastial werewolves who want no company with man;;;;;;;;;;;;;x;
secret_religious_society_get_of_fenris;Get of Fenris;;;;;;;;;;;;;x;
secret_religious_society_get_of_fenris_DESC;Norse warrior werewolves;;;;;;;;;;;;;x;
secret_religious_society_fianna;Fianna;;;;;;;;;;;;;x;
secret_religious_society_fianna_DESC;Celtic werewolves;;;;;;;;;;;;;x;
secret_religious_society_white_howlers;White Howlers;;;;;;;;;;;;;x;
secret_religious_society_white_howlers_DESC;Pictish werewolves;;;;;;;;;;;;;x;
secret_religious_society_silent_striders;Silent Striders;;;;;;;;;;;;;x ;
secret_religious_society_silent_striders_DESC;Banished from Egypt by the curse of Sutekh, these werewolves wander the deserts;;;;;;;;;;;;;x ;
